id;available;name;vendor;vendorCode;url;price;currencyId;categoryId;manufacturer_warranty;delivery;description;picture;barcode;outlets;cartons_dimensions;Stock;brand_name;style_name;collection_name;series_name;Гарантия;УчастникТВПрограммы;ДваВОдном;ТипПотолочногоКрепления;Технологии;Типы помещении;Напряжение;КодТНВЭД;КлассЭлектрозащиты;ingress_protection_rating;ЦветАрматуры;МатериалАрматуры;ЦветХрусталя;Диаметр;Длина;Ширина;Высота;МинимальнаяВысота;ФормаМонтажногоОтверстияВстраиваемогоСветильника;ТипМонтажаВстраиваемогоСветильника;ДиаметрМонтажногоОтверстияВстраиваемогоСветильника;ГлубинаМонтажногоОтверстияВстраиваемогоСветильника;ШиринаМонтажногоОтверстияВстраиваемогоСветильника;ДлинаМонтажногоОтверстияВстраиваемогоСветильника;Цепь;ДлинаЦепи;Чаша крепления;ФормаЧашиКрепления;ШиринаЧашиКрепления;ДлинаЧашиКрепления;ДиаметрЧашиКрепления;ВысотаЧашиКрепления;ФормаАбажура;ТипКрепленияАбажура;МатериалАбажура;ЦветАбажура;ВысотаАбажура;ШиринаАбажура;ДлинаАбажура;lampshade_top_diameter;НижнийДиаметрАбажура;ВерхняяШиринаАбажура;НижняяШиринаАбажура;ВерхняяДлинаАбажура;НижняяДлинаАбажура;ДиаметрАбажура;РадиусАбажура;lamp_is_led;ЛампыВКомплекте;Цоколь;КоличествоЛамп;Мощность;СветовойПоток;УголРассеивания;ИндексЦветопередачи;ЦветоваяТемпература;АналогЛампыНакаливания;Фото1;Фото2;Фото3;Фото4;Фото5;Фото6;Фото7;Фото8;Категория;ВесНетто;ВесБрутто
FR2306-FL-01-W;false;Напольный светильник (торшер) Freya FR2306-FL-01-W;Freya;FR2306-FL-01-W;https://freya-light.com/i/FR2306-FL-01-W;10590;RUB;004;true;true;;;4251110003726;;50/40/41;0;Freya;;Classic;Adelaide;1;Нет;Нет;;;Гостиная,Детская,Кабинет,Кафе, Ресторан,Офис,Спальня;AC 220-240;9405209109;Class1;IP 20;Жемчужный белый;Металл;;380;;;1515;1515;;;;;;;;;IP 20;;;;;;Конус;B;Атлас на ПВХ;Белый;260;;;250;380;;;;;;;Нет;Нет;E14;1;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/0a361785-99db-416d-aec8-44a3b9b9aa17/s/FR2306-FL-01-W_off_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/90dbb4de-6a63-43b8-a277-b7928fd5da98/s/element_FR2306-FL-01-W.jpg;http://mais-upload.s3.amazonaws.com/upload/media/a027fc25-2f2a-4d11-9506-0203067be189/s/FR2306-FL-01-W_on.jpg;http://mais-upload.s3.amazonaws.com/upload/media/f6c571c8-5600-4a8c-8f0e-19d9054096ac/s/FR2306-FL-01-W_off.jpg;http://mais-upload.s3.amazonaws.com/upload/media/c5d9ad48-4040-44b4-b9d5-794754d1635b/s/element_FR2306-FL-01-W_(1).jpg;;;;Напольный светильник (торшер);4,9;6,2
FR2907-WL-01-CH;false;Настенный светильник (бра) Freya FR2907-WL-01-CH;Freya;FR2907-WL-01-CH;https://freya-light.com/i/FR2907-WL-01-CH;2400;RUB;006;true;true;;;4251110010489;;24/19/17;0;Freya;;Classic;Morel;1;Нет;Нет;;;Гостиная,Кабинет,Кафе, Ресторан,Магазин,Офис,Прихожая,Спальня,Столовая/Кухня;AC 220-240;9405109109;Class1;IP 20;Хром;Металл;;;255;130;350;350;;;;;;;;;IP 20;;;;;;Цилиндр;B;Органза на ПВХ;Серебристый;120;;;;;;;;;120;;Нет;Нет;E14;1;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/a725b6bb-5eff-4727-97a4-bc69d6df7415/s/FR2907-WL-01-CH_off_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/b9ae84b1-ea9a-47f6-ac9f-51e04b92fe78/s/FR2907-WL-01-CH_off.jpg;http://mais-upload.s3.amazonaws.com/upload/media/3c70ea14-8308-4799-9e80-7b7109d908b3/s/element_FR2907-WL-01-CH_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/f6c30d6d-d98c-4bfe-8d40-4f105dd3254b/s/FR2907-WL-01-CH_on.jpg;http://mais-upload.s3.amazonaws.com/upload/media/019ee865-b68a-4cbb-8a8f-25549742cbdc/s/element_FR2907-WL-01-CH_(3).jpg;http://mais-upload.s3.amazonaws.com/upload/media/d6d24998-65a6-46d6-bf4f-ae8c6cb9a401/s/element_FR2907-WL-01-CH_(5).jpg;http://mais-upload.s3.amazonaws.com/upload/media/3646c1b7-610e-4173-b2ed-0b8e08a9c1f4/s/element_FR2907-WL-01-CH_w_(3).jpg;;Настенный светильник (бра);0,45;0,78
FR2909-PL-08-CH;true;Люстра Freya FR2909-PL-08-CH;Freya;FR2909-PL-08-CH;https://freya-light.com/i/FR2909-PL-08-CH;16990;RUB;001;true;true;;;4251110010427;;45/29/30;18;Freya;;Classic;Haley;1;Нет;Нет;Крюк;;Гостиная,Кабинет,Кафе, Ресторан,Магазин,Офис,Спальня,Столовая/Кухня;AC 220-240;9405109109;Class1;IP 20;Хром;Металл;;750;;;1700;770;;;;;;;Да;1000;IP 20;Круглая;;;110;65;Конус;B;Текстиль на ПВХ;Белый;120;;;100;160;;;;;;;Нет;Нет;E14;8;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/47c9415b-81dd-4e2f-a765-4908a4398968/s/FR2909-PL-08-CH_off_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/8dff6f3d-0bce-41d6-afd8-85da5f34b244/s/FR2909-PL-08-CH_off.jpg;http://mais-upload.s3.amazonaws.com/upload/media/60eacd22-3622-447b-a912-1e1ea5eeeedb/s/element_FR2909-PL-08-CH_w_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/93c47fc4-e074-45ed-a6ba-5dfaa121e482/s/FR2909-PL-08-CH_on.jpg;http://mais-upload.s3.amazonaws.com/upload/media/c091d57d-8079-4a53-84eb-89c9b80f18cc/s/element_FR2909-PL-08-CH_(5).jpg;http://mais-upload.s3.amazonaws.com/upload/media/8b44d251-74a8-452e-814c-39e157e1800f/s/element_FR2909-PL-08-CH_w_(5).jpg;http://mais-upload.s3.amazonaws.com/upload/media/716f8f59-30d0-4039-8130-8527e7047366/s/element_FR2909-PL-08-CH_(3).jpg;;Люстра;3,7;4,7
FR2909-PL-05-CH;true;Люстра Freya FR2909-PL-05-CH;Freya;FR2909-PL-05-CH;https://freya-light.com/i/FR2909-PL-05-CH;11590;RUB;001;true;true;;;4251110010410;;40/28/20;80;Freya;;Classic;Haley;1;Нет;Нет;Крюк;;Гостиная,Кабинет,Кафе, Ресторан,Магазин,Офис,Спальня,Столовая/Кухня;AC 220-240;9405109109;Class1;IP 20;Хром;Металл;;630;;;1650;750;;;;;;;Да;1000;IP 20;Круглая;;;110;65;Конус;B;Текстиль на ПВХ;Белый;120;;;100;160;;;;;;;Нет;Нет;E14;5;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/39b0ee49-8178-4bd0-ab23-eb51fdaef38f/s/FR2909-PL-05-CH_off_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/5f53c902-535b-46d0-a714-60daf8677ef5/s/FR2909-PL-05-CH_on_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/ab3fc249-679b-48f1-a39b-7875c6d904cd/s/element_FR2909-PL-05-CH.jpg;http://mais-upload.s3.amazonaws.com/upload/media/ed75b192-2a69-45d2-9ea7-ac06d03458b2/s/element_FR2909-PL-05-CH_(5).jpg;http://mais-upload.s3.amazonaws.com/upload/media/4eba0f41-7aaf-4e71-9baf-cd602de7a6ed/s/FR2909-PL-05-CH_off.jpg;http://mais-upload.s3.amazonaws.com/upload/media/a6a2f087-2cbc-496a-95de-2b3c74818482/s/element_FR2909-PL-05-CH_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/57a5170a-cb79-4d55-badf-4e02a273a9ff/s/element_FR2909-PL-05-CH_w_(3).jpg;;Люстра;2,7;3,3
FR2909-WL-01-CH;true;Настенный светильник (бра) Freya FR2909-WL-01-CH;Freya;FR2909-WL-01-CH;https://freya-light.com/i/FR2909-WL-01-CH;2590;RUB;006;true;true;;;4251110010403;;23/18/26;80;Freya;;Classic;Haley;1;Нет;Нет;;;Гардеробная,Гостиная,Кабинет,Кафе, Ресторан,Магазин,Офис,Прихожая,Спальня,Столовая/Кухня;AC 220-240;9405109109;Class1;IP 20;Хром;Металл;;;270;160;385;385;;;;;;;;;IP 20;;;;;;Конус;B;Текстиль на ПВХ;Белый;120;;;100;160;;;;;;;Нет;Нет;E14;1;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/05b7079e-bb63-4276-9557-3359547c05b8/s/FR2909-WL-01-CH_off_w_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/17472053-ebec-4f11-b073-481aa81d8347/s/FR2909-WL-01-CH_off_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/7df80505-f1aa-4bcf-aa8c-2c0e810bc0d1/s/element_FR2909-WL-01-CH_(5).jpg;http://mais-upload.s3.amazonaws.com/upload/media/fe634446-56d9-4229-9d42-27dafd1f5dfe/s/element_FR2909-WL-01-CH_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/7c54bd30-f147-4e77-9a04-381665bdb341/s/FR2909-WL-01-CH_on_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/77147e5f-5b65-4fbd-8fd7-15a1a08bbfe2/s/element_FR2909-WL-01-CH_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/0d8df88b-2495-4dc1-b5d4-614333ac02b3/s/element_FR2909-WL-01-CH_w_(1).jpg;;Настенный светильник (бра);0,45;0,9
FR2003PL-07CH;true;Люстра Freya FR2003PL-07CH;Freya;FR2003PL-07CH;https://freya-light.com/i/FR2003PL-07CH;17990;RUB;001;true;true;;;4251110034997;;17/41/35;25;Freya;;Classic;Luciana;1;Нет;Нет;Крюк;;Банкетный зал,Гостиная,Кафе, Ресторан,Спальня;AC 220-240;9405109109;Class1;IP 20;Хром;Металл;;720;;;970;620;;;;;;;Да;470;IP 20;Круглая;;;110;80;Конус;B;Текстиль на ПВХ;Белый;130;;;90;140;;;;;;;Нет;Нет;E14;7;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/55e86681-d74b-46db-bc67-9e1fa90c8f79/s/FR2003PL-07CH_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/d95647f3-e29e-475d-be6d-d787b6b111e7/s/FR2003PL-07CH_on.jpg;;;;;;;Люстра;2,92;3,3
FR2003PL-05CH;true;Люстра Freya FR2003PL-05CH;Freya;FR2003PL-05CH;https://freya-light.com/i/FR2003PL-05CH;11990;RUB;001;true;true;;;4251110074290;;17/36/32;28;Freya;;Classic;Luciana;1;Нет;Нет;Крюк;;Банкетный зал,Гардеробная,Гостиная,Дача,Кабинет,Кафе, Ресторан,Спальня;AC 220-240;9405109109;Class1;IP 20;Хром;Металл;;580;;;960;610;;;;;;;Да;470;IP 20;Круглая;;;110;80;Конус;B;Текстиль на ПВХ;Белый;130;;;90;140;;;;;;;Нет;Нет;E14;5;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/8f9ca1cd-09c5-43d8-93d6-ad00784beef8/s/FR2003PL-05CH_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/d01d0a03-4dcb-458a-a4d3-1a2478f057f8/s/FR2003PL-05CH_on.jpg;;;;;;;Люстра;0,43;0,65
FR2003WL-01CH;true;Настенный светильник (бра) Freya FR2003WL-01CH;Freya;FR2003WL-01CH;https://freya-light.com/i/FR2003WL-01CH;3190;RUB;006;true;true;;;4251110054186;;15/22/18;63;Freya;;Classic;Luciana;1;Нет;Нет;;;Гардеробная,Гостиная,Дача,Кабинет,Прихожая,Спальня;AC 220-240;9405109109;Class1;IP 20;Хром;Металл;;;260;130;240;240;;;;;;;;;IP 20;;;;;;Конус;B;Текстиль на ПВХ;Белый;130;;;90;140;;;;;;;Нет;Нет;E14;1;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/c991ece3-e512-40bf-8cd0-49f253333363/s/FR2003WL-01CH_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/2922756b-7c37-4bd5-b67a-e042e8588372/s/FR2003WL-01CH_on.jpg;;;;;;;Настенный светильник (бра);0,43;0,65
FR2003TL-01CH;true;Настольный светильник Freya FR2003TL-01CH;Freya;FR2003TL-01CH;https://freya-light.com/i/FR2003TL-01CH;5490;RUB;005;true;true;;;4251110052427;;35/24/24;11;Freya;;Classic;Luciana;1;Нет;Нет;;;Гостиная,Кабинет,Спальня;AC 220-240;9405209109;Class2;IP 20;Хром;Металл;;220;;;395;395;;;;;;;;;IP 20;;;;;;Конус;B;Текстиль на ПВХ;Белый;140;;;120;220;;;;;;;Нет;Нет;E14;1;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/4c803cf1-549f-4843-8059-ec20701ecaba/s/FR2003TL-01CH_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/3326fc96-cddc-4a25-a622-d9751b6d91ed/s/FR2003TL-01CH_on.jpg;;;;;;;Настольный светильник;0,97;1,4
FR2003FL-01CH;true;Напольный светильник (торшер) Freya FR2003FL-01CH;Freya;FR2003FL-01CH;https://freya-light.com/i/FR2003FL-01CH;11990;RUB;004;true;true;;;4251110057699;;23/69/43;6;Freya;;Classic;Luciana;1;Нет;Нет;;;Гостиная,Дача,Спальня;AC 220-240;9405209109;Class2;IP 20;Хром;Металл;;380;;;1565;1565;;;;;;;;;IP 20;;;;;;Конус;B;Текстиль на ПВХ;Белый;200;;;200;380;;;;;;;Нет;Нет;E27;1;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/2e8bda77-f2e5-4ccc-934a-3d68f8f19c75/s/FR2003FL-01CH_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/f0925b8d-0558-4a6c-952c-bd6472dcc08e/s/FR2003FL-01CH_on.jpg;;;;;;;Напольный светильник (торшер);4,28;5,5
FR2008PL-08BZ;true;Люстра Freya FR2008PL-08BZ;Freya;FR2008PL-08BZ;https://freya-light.com/i/FR2008PL-08BZ;15190;RUB;001;true;true;;;4251110092850;;35/35/32;30;Freya;;Classic;Nicole;1;Нет;Нет;Крюк;;Гостиная,Кабинет,Кафе, Ресторан,Магазин,Офис,Спальня,Столовая/Кухня;AC 220-240;9405109109;Class1;IP 20;Бронза;Металл;;710;;;750;470;;;;;;;Да;350;IP 20;Круглая;;;105;30;;;;;;;;;;;;;;;;Нет;Нет;E14;8;60;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/f9bad471-578b-4d80-8ad8-873101721559/s/FR2008PL-08BZ_on.jpg;http://mais-upload.s3.amazonaws.com/upload/media/63cde43d-5152-4fd4-b1b6-3301348c2af6/s/draft_FR2008PL-08BZ_(1).jpg;;;;;;;Люстра;3;4
FR2017PL-08BZ;true;Люстра Freya FR2017PL-08BZ;Freya;FR2017PL-08BZ;https://freya-light.com/i/FR2017PL-08BZ;18590;RUB;001;true;true;;;4251110048109;;31/38/37;38;Freya;;Classic;Bonfi;1;Нет;Нет;Крюк;;Банкетный зал,Гардеробная,Гостиная,Дача,Кабинет,Кафе, Ресторан,Спальня,Столовая/Кухня;AC 220-240;9405109109;Class1;IP 20;Бронза Антик;Металл;;800;;;1645;750;;;;;;;Да;1000;IP 20;Круглая;;;110;80;Конус;B;Текстиль на ПВХ;Белый;120;;;100;160;;;;;;;Нет;Нет;E14;8;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/7ba258b8-6457-499f-98a1-2ccbbf00cc89/s/FR2017PL-08BZ_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/a26228a1-aedd-4272-81cd-c9eaa8a3c021/s/FR2017PL-08BZ_on.jpg;;;;;;;Люстра;3,5;5
FR2017PL-05BZ;true;Люстра Freya FR2017PL-05BZ;Freya;FR2017PL-05BZ;https://freya-light.com/i/FR2017PL-05BZ;13290;RUB;001;true;true;;;4251110036519;;27/38/34;107;Freya;;Classic;Bonfi;1;Нет;Нет;Крюк;;Банкетный зал,Гардеробная,Гостиная,Дача,Кафе, Ресторан,Спальня,Столовая/Кухня;AC 220-240;9405109109;Class1;IP 20;Бронза Антик;Металл;;660;;;1645;750;;;;;;;Да;1000;IP 20;Круглая;;;110;80;Конус;B;Текстиль на ПВХ;Белый;120;;;100;160;;;;;;;Нет;Нет;E14;5;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/0483a391-31f5-4b48-b199-78e8690d480c/s/FR2017PL-05BZ_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/19a52924-6348-43dd-8fae-46c5d336bafd/s/FR2017PL-05BZ_on.jpg;;;;;;;Люстра;2,1;3,3
FR2017WL-01BZ;true;Настенный светильник (бра) Freya FR2017WL-01BZ;Freya;FR2017WL-01BZ;https://freya-light.com/i/FR2017WL-01BZ;2990;RUB;006;true;true;;;4251110090283;;24/22/19;35;Freya;;Classic;Bonfi;1;Нет;Нет;;;Банкетный зал,Гардеробная,Гостиная,Дача,Кабинет,Прихожая,Спальня,Столовая/Кухня;AC 220-240;9405109109;Class1;IP 20;Бронза Антик;Металл;;;260;160;330;330;;;;;;;;;IP 20;;;;;;Конус;B;Текстиль на ПВХ;Белый;120;;;100;160;;;;;;;Нет;Нет;E14;1;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/ac4d2fed-c09f-42b9-92a1-98cf8bedc8b2/s/FR2017WL-01BZ_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/c5dee3e7-70e5-4af0-a8b6-d021f52b7c12/s/FR2017WL-01BZ_on.jpg;;;;;;;Настенный светильник (бра);0,42;0,8
FR2010PL-08BZ;true;Люстра Freya FR2010PL-08BZ;Freya;FR2010PL-08BZ;https://freya-light.com/i/FR2010PL-08BZ;19390;RUB;001;true;true;;;4251110029344;;46/36/34;3;Freya;;Classic;Betty;1;Нет;Нет;Крюк;;Банкетный зал,Гардеробная,Гостиная,Дача,Детская,Кабинет,Кафе, Ресторан,Спальня;AC 220-240;9405109109;Class1;IP 20;Бронза;Металл и Стекло;;800;;;1145;945;;;;;;;Да;500;IP 20;Круглая;;;110;80;Конус;B;Органза;Бежевый;120;;;100;150;;;;;;;Нет;Нет;E14;8;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/0ce8e6bf-9069-437e-a243-bdc5ae6c55b0/s/FR2010PL-08BZ_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/bcebfbd5-ceca-4851-8b74-95f32b85e853/s/FR2010PL-08BZ_on.jpg;;;;;;;Люстра;4,02;6,05
FR2010PL-06BZ;true;Люстра Freya FR2010PL-06BZ;Freya;FR2010PL-06BZ;https://freya-light.com/i/FR2010PL-06BZ;14290;RUB;001;true;true;;;4251110054650;;32/32/32;26;Freya;;Classic;Betty;1;Нет;Нет;Крюк;;Банкетный зал,Гардеробная,Гостиная,Дача,Детская,Кабинет,Кафе, Ресторан,Спальня;AC 220-240;9405109109;Class1;IP 20;Бронза;Металл и Стекло;;650;;;1131;931;;;;;;;Да;500;IP 20;Круглая;;;110;80;Конус;B;Органза;Бежевый;120;;;100;150;;;;;;;Нет;Нет;E14;6;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/7f3add8e-eb1b-4038-b26b-3c91b25e6792/s/FR2010PL-06BZ_on_w_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/b1a3c449-df7c-489c-ab66-28a190e1c833/s/FR2010PL-06BZ_on.jpg;;;;;;;Люстра;3;4,05
FR2010WL-01BZ;false;Настенный светильник (бра) Freya FR2010WL-01BZ;Freya;FR2010WL-01BZ;https://freya-light.com/i/FR2010WL-01BZ;2790;RUB;006;true;true;;;4251110043159;;28/20/20;0;Freya;;Classic;Betty;1;Нет;Нет;;;Банкетный зал,Гардеробная,Гостиная,Дача,Детская,Кабинет,Кафе, Ресторан,Прихожая,Спальня;AC 220-240;9405109109;Class1;IP 20;Бронза;Металл и Стекло;;150;242;150;306;306;;;;;;;;;IP 20;;;;;;Конус;B;Органза;Бежевый;120;;;100;150;;;;;;;Нет;Нет;E14;1;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/449c790b-7a8a-4e24-b527-9667a63cf655/s/FR2010WL-01BZ_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/98481a53-5690-49bb-ac7a-1351d042aa9f/s/FR2010WL-01BZ_on.jpg;;;;;;;Настенный светильник (бра);0,48;1
FR2016PL-08BZ;true;Люстра Freya FR2016PL-08BZ;Freya;FR2016PL-08BZ;https://freya-light.com/i/FR2016PL-08BZ;19990;RUB;001;true;true;;;4251110064222;;28/42/34;41;Freya;;Classic;Alessandra;1;Нет;Нет;Крюк;;Банкетный зал,Гостиная,Кабинет,Кафе, Ресторан,Спальня,Столовая/Кухня;AC 220-240;9405109109;Class1;IP 20;Бронза Антик;Металл;;810;;;1510;600;;;;;;;Да;1000;IP 20;Круглая;;;110;80;Конус;B;Текстиль на ПВХ;Белый;120;;;100;160;;;;;;;Нет;Нет;E14;8;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/26a4ab16-a764-4268-be56-9c1efe2f376f/s/FR2016PL-08BZ_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/05947a90-6803-48a1-a04c-7b618ece009f/s/FR2016PL-08BZ_on.jpg;;;;;;;Люстра;4,1;5,4
FR2016PL-05BZ;true;Люстра Freya FR2016PL-05BZ;Freya;FR2016PL-05BZ;https://freya-light.com/i/FR2016PL-05BZ;12990;RUB;001;true;true;;;4251110075433;;19/42/33;9;Freya;;Classic;Alessandra;1;Нет;Нет;Крюк;;Банкетный зал,Гостиная,Кабинет,Кафе, Ресторан,Спальня,Столовая/Кухня;AC 220-240;9405109109;Class1;IP 20;Бронза Антик;Металл;;680;;;1510;600;;;;;;;Да;1000;IP 20;Круглая;;;110;80;Конус;B;Текстиль на ПВХ;Белый;120;;;100;160;;;;;;;Нет;Нет;E14;5;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/cf117158-dbb5-4599-a63f-62c74b85cf4e/s/FR2016PL-05BZ_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/139b6263-3475-4308-a193-63a45155ba16/s/FR2016PL-05BZ_on.jpg;;;;;;;Люстра;2,6;3,8
FR2016PL-01BZ;false;Подвесной светильник Freya FR2016PL-01BZ;Freya;FR2016PL-01BZ;https://freya-light.com/i/FR2016PL-01BZ;3290;RUB;002;true;true;;;4251110049472;;20/28/28;0;Freya;;Classic;Alessandra;1;Нет;Нет;Планка;;Гардеробная,Гостиная,Дача,Кафе, Ресторан,Прихожая,Спальня,Столовая/Кухня;AC 220-240;9405109109;Class1;IP 20;Бронза Антик;Металл;;270;;;1735;265;;;;;;;Да;1450;IP 20;Круглая;;;100;25;Конус;B;Текстиль на ПВХ;Белый;180;;;160;270;;;;;;;Нет;Нет;E27;1;60;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/5ec05ec8-be14-45dc-b5bf-7bab72e6c9d2/s/FR2016PL-01BZ_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/132ffa8d-fc3b-4a4e-8464-c0062ba26b53/s/FR2016PL-01BZ_on.jpg;;;;;;;Подвесной светильник;0,38;1
FR2016WL-01BZ;true;Настенный светильник (бра) Freya FR2016WL-01BZ;Freya;FR2016WL-01BZ;https://freya-light.com/i/FR2016WL-01BZ;2990;RUB;006;true;true;;;4251110092171;;19/23/19;12;Freya;;Classic;Alessandra;1;Нет;Нет;;;Гостиная,Кабинет,Прихожая,Спальня,Столовая/Кухня;AC 220-240;9405109109;Class1;IP 20;Бронза Антик;Металл;;;255;160;285;285;;;;;;;;;IP 20;;;;;;Конус;B;Текстиль на ПВХ;Белый;120;;;100;160;;;;;;;Нет;Нет;E14;1;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/d5dd9cf0-c0d0-40ce-9038-2ee4d9f4729d/s/FR2016WL-01BZ_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/e571fcef-1d6a-4efa-9c7f-1b689ca8a35e/s/FR2016WL-01BZ_on.jpg;;;;;;;Настенный светильник (бра);0,45;0,8
FR2016TL-01BZ;true;Настольный светильник Freya FR2016TL-01BZ;Freya;FR2016TL-01BZ;https://freya-light.com/i/FR2016TL-01BZ;4990;RUB;005;true;true;;;4251110065854;;39/28/28;28;Freya;;Classic;Alessandra;1;Нет;Нет;;;Гостиная,Кабинет,Спальня;AC 220-240;9405209109;Class2;IP 20;Бронза Антик;Металл;;270;;;470;470;;;;;;;;;IP 20;;;;;;Конус;B;Текстиль на ПВХ;Белый;180;;;160;270;;;;;;;Нет;Нет;E14;1;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/736b0a37-e03e-4ae5-88ef-c51845c3f9db/s/FR2016TL-01BZ_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/21a68351-da7d-49a1-864b-a47903b941eb/s/FR2016TL-01BZ_on.jpg;;;;;;;Настольный светильник;1,2;2,4
FR2685PL-07BZ;true;Люстра Freya FR2685PL-07BZ;Freya;FR2685PL-07BZ;https://freya-light.com/i/FR2685PL-07BZ;20590;RUB;001;true;true;;;4251110020273;;53/45/22;97;Freya;;Classic;Inessa;1;Нет;Нет;Крюк;Технология 2в1;Банкетный зал,Гардеробная,Гостиная,Дача,Кабинет,Кафе, Ресторан,Спальня,Столовая/Кухня;AC 220-240;9405109109;Class1;IP 20;Бронза Антик;Металл;;700;;;1565;675;;;;;;;Да;1000;IP 20;Круглая;;;115;70;Конус;B;Текстиль на ПВХ;Бронза;130;;;90;140;;;;;;;Нет;Нет;E14;7;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/1c8c1c85-e40e-4fd7-9cd7-6947df0b5cc0/s/FR2685PL-07BZ_on_w_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/ce18a3c9-43ac-4920-abf9-17e059db51cd/s/2in1_FR2685PL-07BZ_on.jpg;http://mais-upload.s3.amazonaws.com/upload/media/811bcad8-8b13-47af-8cab-6a121b438342/s/FR2685PL-07BZ_on.jpg;http://mais-upload.s3.amazonaws.com/upload/media/b31847d9-93f9-4ef7-b711-5a1697aac8c1/s/2in1_FR2685PL-07BZ_on_w.jpg;;;;;Люстра;4,6;5,4
FR2685PL-05BZ;true;Люстра Freya FR2685PL-05BZ;Freya;FR2685PL-05BZ;https://freya-light.com/i/FR2685PL-05BZ;16950;RUB;001;true;true;;;4251110020266;;44/44/22;33;Freya;;Classic;Inessa;1;Нет;Нет;Крюк;Технология 2в1;Банкетный зал,Гардеробная,Гостиная,Дача,Кабинет,Кафе, Ресторан,Спальня,Столовая/Кухня;AC 220-240;9405109109;Class1;IP 20;Бронза Антик;Металл;;595;;;1560;670;;;;;;;Да;1000;IP 20;Круглая;;;115;70;Конус;B;Текстиль на ПВХ;Бронза;130;;;90;140;;;;;;;Нет;Нет;E14;5;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/8d898b1d-ef64-4f16-9424-01094697baa2/s/FR2685PL-05BZ_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/31903ceb-bb9f-4318-934b-3cc50de8c106/s/FR2685PL-05BZ_on.jpg;http://mais-upload.s3.amazonaws.com/upload/media/6eae687c-9a08-4428-9319-c7fd795e81c9/s/2in1_FR2685PL-05BZ_on_w.jpg;;;;;;Люстра;3,5;4,2
