id;available;name;vendor;vendorCode;url;price;currencyId;categoryId;manufacturer_warranty;delivery;description;picture;barcode;outlets;cartons_dimensions;Stock;brand_name;style_name;collection_name;series_name;Гарантия;УчастникТВПрограммы;ДваВОдном;ТипПотолочногоКрепления;Технологии;Типы помещении;Напряжение;КодТНВЭД;КлассЭлектрозащиты;ingress_protection_rating;ЦветАрматуры;МатериалАрматуры;ЦветХрусталя;Диаметр;Длина;Ширина;Высота;МинимальнаяВысота;ФормаМонтажногоОтверстияВстраиваемогоСветильника;ТипМонтажаВстраиваемогоСветильника;ДиаметрМонтажногоОтверстияВстраиваемогоСветильника;ГлубинаМонтажногоОтверстияВстраиваемогоСветильника;ШиринаМонтажногоОтверстияВстраиваемогоСветильника;ДлинаМонтажногоОтверстияВстраиваемогоСветильника;Цепь;ДлинаЦепи;Чаша крепления;ФормаЧашиКрепления;ШиринаЧашиКрепления;ДлинаЧашиКрепления;ДиаметрЧашиКрепления;ВысотаЧашиКрепления;ФормаАбажура;ТипКрепленияАбажура;МатериалАбажура;ЦветАбажура;ВысотаАбажура;ШиринаАбажура;ДлинаАбажура;lampshade_top_diameter;НижнийДиаметрАбажура;ВерхняяШиринаАбажура;НижняяШиринаАбажура;ВерхняяДлинаАбажура;НижняяДлинаАбажура;ДиаметрАбажура;РадиусАбажура;lamp_is_led;ЛампыВКомплекте;Цоколь;КоличествоЛамп;Мощность;СветовойПоток;УголРассеивания;ИндексЦветопередачи;ЦветоваяТемпература;АналогЛампыНакаливания;Фото1;Фото2;Фото3;Фото4;Фото5;Фото6;Фото7;Фото8;Категория;ВесНетто;ВесБрутто
ALM009S-2M;false;Комплектующие к светодиодной ленте Technical ALM009S-2M;Technical;ALM009S-2M;https://maytoni.ru/i/ALM009S-2M;790;RUB;050;true;true;;;4251110040714;;0/0/0;0;Technical;;Светодиодная лента;Профиль;;Нет;Нет;;;;;7604299000;;;Серебро;Металл и Пластик;;;2000;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Нет;Нет;;;;;;;;;https://onec-dev.s3.amazonaws.com/upload/media/151f71dd-11f9-4491-9ace-19baf3c42345/s/ALM009S-2M_on_w_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/151f71dd-11f9-4491-9ace-19baf3c42345/s/preview_ALM009S-2M_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/151f71dd-11f9-4491-9ace-19baf3c42345/s/interior_ALM009S-2M_standard.jpeg;;;;;;Комплектующие к светодиодной ленте;0,265;0,282
FR4005PL-03G1;false;Подвесной светильник Freya FR4005PL-03G1;Freya;FR4005PL-03G1;https://freya-light.com/i/FR4005PL-03G1;22990;RUB;002;true;true;;;4251110036816;;0/0/0;0;Freya;;Loft;Urban;;Нет;Да;;;;AC 24;9405109109;Class1;IP 20;Золото;Металл;;600;;;1200;200;;;;;;;;;IP 20;;;;200;40;;None;;;95;;;100;;;;;;;;Да;Да;;3;12;700;120;80;3000;;https://onec-dev.s3.amazonaws.com/upload/media/2f14aded-6aae-4303-9d40-e1cde8430e47/s/draft_FR4005PL-03G1_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/2f14aded-6aae-4303-9d40-e1cde8430e47/s/FR4005PL-03G1_on_w_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/2f14aded-6aae-4303-9d40-e1cde8430e47/s/FR4005PL-03G1_on_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/2f14aded-6aae-4303-9d40-e1cde8430e47/s/element_FR4005PL-03G1_w_standard.jpeg;;;;;Подвесной светильник;0,85;1,65
ALM008S-2M;false;Комплектующие к светодиодной ленте Technical ALM008S-2M;Technical;ALM008S-2M;https://maytoni.ru/i/ALM008S-2M;790;RUB;050;true;true;;;4251110040707;;0/0/0;0;Technical;;Светодиодная лента;Профиль;;Нет;Нет;;;;;7604299000;;;Серебро;Металл и Пластик;;;2000;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Нет;Нет;;;;;;;;;https://onec-dev.s3.amazonaws.com/upload/media/5a2a9665-f864-4198-9d67-a8b6f872a2fd/s/ALM008S-2M_on_w_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/5a2a9665-f864-4198-9d67-a8b6f872a2fd/s/preview_ALM008S-2M_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/5a2a9665-f864-4198-9d67-a8b6f872a2fd/s/interior_ALM008S-2M_standard.jpeg;;;;;;Комплектующие к светодиодной ленте;0,256;0,273
MOD007PL-10G;true;Подвесной светильник Maytoni MOD007PL-10G;Maytoni;MOD007PL-10G;https://maytoni.ru/i/MOD007PL-10G;73990;RUB;002;true;true;;;4251110027852;;0/0/0;46;Maytoni;Maytoni Modern;Modern;Aster;;Нет;Нет;Планка;;;AC 220-240;9405109109;Class1;IP 20;Золото;Металл;;800;;;832;400;;;;;;;Да;435;IP 20;;;;150;25;;;Стекло;;;;;;;;;;;;;Нет;Нет;E14;10;40;;;;;;https://onec-dev.s3.amazonaws.com/upload/media/536d6dbb-b734-471c-9d68-ae63a618f20f/s/MOD007PL-10G_on_w_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/536d6dbb-b734-471c-9d68-ae63a618f20f/s/interior_MOD007PL-10G_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/536d6dbb-b734-471c-9d68-ae63a618f20f/s/MOD007PL-10G_off_w_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/536d6dbb-b734-471c-9d68-ae63a618f20f/s/draft_MOD007PL-10G_standard.jpeg;;;;;Подвесной светильник;;
FR4005PL-06G;false;Подвесной светильник Freya FR4005PL-06G;Freya;FR4005PL-06G;https://freya-light.com/i/FR4005PL-06G;29990;RUB;002;true;true;;;4251110036786;;0/0/0;0;Freya;;LED;Urban;;Нет;Да;;;;AC 24;9405109109;Class1;IP 20;Золото;Металл;;600;;;1600;200;;;;;;;;;IP 20;;;;200;40;;None;;;95;;;100;;;;;;;;Да;Да;;6;24;1400;120;80;3000;;https://onec-dev.s3.amazonaws.com/upload/media/542ed8c7-ebce-41e4-9db7-4e4f4b4d468a/s/draft_FR4005PL-06G_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/542ed8c7-ebce-41e4-9db7-4e4f4b4d468a/s/FR4005PL-06G_on_w_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/542ed8c7-ebce-41e4-9db7-4e4f4b4d468a/s/FR4005PL-06G_on_w_standard_(1).jpeg;https://onec-dev.s3.amazonaws.com/upload/media/542ed8c7-ebce-41e4-9db7-4e4f4b4d468a/s/element_FR4005PL-06G_w_standard.jpeg;;;;;Подвесной светильник;2,15;3
C002WL-L12CH4K;true;Настенный светильник (бра) Technical C002WL-L12CH4K;Technical;C002WL-L12CH4K;https://maytoni.ru/i/C002WL-L12CH4K;7090;RUB;006;true;true;;;4251110028958;;0/0/0;300;Technical;Maytoni Technical;Ceiling & Wall;Kant;3;Нет;Нет;Накладной;;;AC 85-265;9405109807;;IP 20;Хром;Металл и Акрил;;;95;110;;;;;;;;;;;IP 20;;;;;;;;;;;;;;;;;;;;;Да;Нет;;;12;950;120;80;4000;;https://onec-dev.s3.amazonaws.com/upload/media/e7abd0f5-62c8-414b-9db8-c623508ab302/s/C002WL-L12CH4K_on_w_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/e7abd0f5-62c8-414b-9db8-c623508ab302/s/element_C002WL-L12CH4K_w_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/e7abd0f5-62c8-414b-9db8-c623508ab302/s/element_C002WL-L12CH4K_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/e7abd0f5-62c8-414b-9db8-c623508ab302/s/preview_C002WL-L12CH4K_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/e7abd0f5-62c8-414b-9db8-c623508ab302/s/C002WL-L12CH4K_on_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/e7abd0f5-62c8-414b-9db8-c623508ab302/s/draft_C002WL-L12CH4K_standard.jpeg;;;Настенный светильник (бра);0,6;0,9
FR6005LS-01B;false;Плафон Freya FR6005LS-01B;Freya;FR6005LS-01B;https://freya-light.com/i/FR6005LS-01B;2990;RUB;046;true;true;;;4251110028019;;0/0/0;0;Freya;;LED;Urban;;Нет;Нет;;;;AC 24;9405911000;Class1;IP 20;Черный;Алюминий, пластик, стекло;;100;;;137;137;;;;;;;;;IP 20;;;;;;;None;;;95;;;100;;;;;;;;Нет;Да;;1;4;250;120;80;3000;;https://onec-dev.s3.amazonaws.com/upload/media/867b23e4-ab58-45e7-a009-ec81b5ef4e22/s/draft_FR6005LS-01B_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/867b23e4-ab58-45e7-a009-ec81b5ef4e22/s/FR6005LS-01B_on_w_standard.jpeg;;;;;;;Плафон;;
MIR014WL-L12C3K;true;Подсветка Maytoni MIR014WL-L12C3K;Maytoni;MIR014WL-L12C3K;https://maytoni.ru/i/MIR014WL-L12C3K;6890;RUB;010;true;true;;;4251110028811;;0/0/0;234;Maytoni;Maytoni Modern;Mirror;Oculus ;3;Нет;Нет;Накладной;;;AC 85-265;9405109807;Class1;IP 20;Медь;Стекло;;;155;650;;;;;;;;;;;IP 20;;;;;;;;;;;;;;;;;;;;;Да;Нет;;;12;950;120;80;3000;;https://onec-dev.s3.amazonaws.com/upload/media/8003beb4-ef26-40d5-a022-44c617a99d53/s/MIR014WL-L12C3K_on_w_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/8003beb4-ef26-40d5-a022-44c617a99d53/s/element_MIR014WL-L12C3K_w_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/8003beb4-ef26-40d5-a022-44c617a99d53/s/element_MIR014WL-L12C3K_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/8003beb4-ef26-40d5-a022-44c617a99d53/s/preview_MIR014WL-L12C3K_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/8003beb4-ef26-40d5-a022-44c617a99d53/s/MIR014WL-L12C3K_on_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/8003beb4-ef26-40d5-a022-44c617a99d53/s/draft_MIR014WL-L12C3K_standard_(3).jpeg;;;Подсветка;0,9;1,4
MOD004WL-L5CE3K;true;Настенный светильник (бра) Maytoni MOD004WL-L5CE3K;Maytoni;MOD004WL-L5CE3K;https://maytoni.ru/i/MOD004WL-L5CE3K;10990;RUB;006;true;true;;;4251110027203;;0/0/0;94;Maytoni;Maytoni Modern;Modern;Roca;;Нет;Нет;Планка;;;AC 220-240;9405109807;Class1;IP 20;Шампань;Металл;;;235;250;;;;;;;;;;;IP 20;;;;;;;;Стекло;;200;250;325;78;;;;;;;;Да;Да;;1;5;550;180;80;3000;;https://onec-dev.s3.amazonaws.com/upload/media/9fee0d9c-e7c4-4966-a051-da382c83890f/s/MOD004WL-L5CE3K_on_w_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/9fee0d9c-e7c4-4966-a051-da382c83890f/s/MOD004WL-L5CE3K_on_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/9fee0d9c-e7c4-4966-a051-da382c83890f/s/draft_MOD004WL-L5CE3K_standard.jpeg;;;;;;Настенный светильник (бра);1,6;2,2
MOD317PL-06B;true;Подвесной светильник Maytoni MOD317PL-06B;Maytoni;MOD317PL-06B;https://maytoni.ru/i/MOD317PL-06B;34990;RUB;002;true;true;;;4251110033990;;0/0/0;51;Maytoni;Maytoni Modern;Modern;Balance;;Нет;Нет;Планка;;;AC 220-240;9405109109;Class2;IP 20;Черный;Металл;;812;;;1520;620;;;;;;;;;IP 20;;;;90;25;;B;Стекло;;120;;;;;;;;;;;Нет;Да;G9;6;40;;;;;;https://onec-dev.s3.amazonaws.com/upload/media/4ad8355c-5626-49a3-a0a1-2a73b3716e8c/s/draft_MOD317PL-06B_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/4ad8355c-5626-49a3-a0a1-2a73b3716e8c/s/MOD317PL-06B_on_w_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/4ad8355c-5626-49a3-a0a1-2a73b3716e8c/s/element_MOD317PL-06B_w_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/4ad8355c-5626-49a3-a0a1-2a73b3716e8c/s/preview_MOD317PL-06B_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/4ad8355c-5626-49a3-a0a1-2a73b3716e8c/s/interior_MOD317PL-06B_standard.jpeg;;;;Подвесной светильник;;
FR2028PL-07N;false;Люстра Freya FR2028PL-07N;Freya;FR2028PL-07N;https://freya-light.com/i/FR2028PL-07N;14990;RUB;001;true;true;;;4251110005379;;0/0/0;0;Freya;;Modern;Soho;;Нет;Нет;Планка;;;AC 220-240;9405109109;Class1;IP 20;Никель;Металл;;750;;;580;580;;;;;;;Да;350;IP 20;;;;120;25;Конус;B;Текстиль;Бежевый;130;;;120;160;;;;;;;Нет;Нет;E14;7;40;;;;;;https://onec-dev.s3.amazonaws.com/upload/media/4d1d93c5-da6c-4c8d-a29c-c42f89e697f9/s/FR2028PL-07N_on_w_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/4d1d93c5-da6c-4c8d-a29c-c42f89e697f9/s/draft_FR2028PL-07N_standard.jpeg;;;;;;;Люстра;3,05;4,07
MIR011WL-L9S4K;true;Подсветка Maytoni MIR011WL-L9S4K;Maytoni;MIR011WL-L9S4K;https://maytoni.ru/i/MIR011WL-L9S4K;4590;RUB;010;true;true;;;4251110028309;;0/0/0;175;Maytoni;Maytoni Modern;Mirror;Orion;3;Нет;Нет;Накладной;;;AC 85-265;9405109807;Class1;IP 20;Серебро;Металл и Акрил;;;50;400;;;;;;;;;;;IP 20;;;;;;;;;;;;;;;;;;;;;Да;Нет;;;9;600;120;80;4000;;https://onec-dev.s3.amazonaws.com/upload/media/e21f0e29-ad64-405e-a2bc-1c4604f2b508/s/MIR011WL-L9S4K_on_w_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/e21f0e29-ad64-405e-a2bc-1c4604f2b508/s/element_MIR011WL-L9S4K_w_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/e21f0e29-ad64-405e-a2bc-1c4604f2b508/s/element_MIR011WL-L9S4K_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/e21f0e29-ad64-405e-a2bc-1c4604f2b508/s/preview_MIR011WL-L9S4K_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/e21f0e29-ad64-405e-a2bc-1c4604f2b508/s/MIR011WL-L9S4K_on_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/e21f0e29-ad64-405e-a2bc-1c4604f2b508/s/draft_MIR011WL-L9S4K_standard_(3).jpeg;;;Подсветка;0,6;0,8
10112;false;Светодиодная лента Technical 10112;Technical;10112;https://maytoni.ru/i/10112;2800;RUB;049;true;true;;;4251110037653;;0/0/0;0;Technical;;Светодиодная лента;Светодиодная лента 12V;3;Нет;Нет;;;;DC 12;8543709000;Class2;IP 65;Белый;Медь;;;5000;8;;;;;;;;;;;IP 65;;;;;;;;;;;;;;;;;;;;;Да;Нет;;;9,6;1000;120;80;4000;;https://onec-dev.s3.amazonaws.com/upload/media/fb4a702d-d15b-49e8-a30d-e54e76294ea8/s/10112_on_w_standard.jpeg;;;;;;;;Светодиодная лента;0,07;0,08
FR1006FL-01N;true;Напольный светильник (торшер) Freya FR1006FL-01N;Freya;FR1006FL-01N;https://freya-light.com/i/FR1006FL-01N;12990;RUB;004;true;true;;;4251110029146;;0/0/0;42;Freya;;Crystal;Forte;;Нет;Нет;;;;AC 220-240;9405209109;Class2;IP 20;Никель;Металл;;380;;;;;;;;;;;;;IP 20;;;;;;;;;Белый;270;;;250;380;;;;;;;Нет;Нет;E27;1;40;;;;;;https://onec-dev.s3.amazonaws.com/upload/media/f3c40d80-3116-4fbe-a33e-72bfd06a2ac0/s/FR1006FL-01N_on_w_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/f3c40d80-3116-4fbe-a33e-72bfd06a2ac0/s/FR1006FL-01N_off_w_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/f3c40d80-3116-4fbe-a33e-72bfd06a2ac0/s/element_FR1006FL-01N_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/f3c40d80-3116-4fbe-a33e-72bfd06a2ac0/s/FR1006FL-01N_on_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/f3c40d80-3116-4fbe-a33e-72bfd06a2ac0/s/FR1006FL-01N_off_standard.jpeg;;;;Напольный светильник (торшер);4,1;5,8
MOD007WL-01G;true;Настенный светильник (бра) Maytoni MOD007WL-01G;Maytoni;MOD007WL-01G;https://maytoni.ru/i/MOD007WL-01G;8490;RUB;006;true;true;;;4251110027890;;0/0/0;35;Maytoni;Maytoni Modern;Modern;Aster;;Нет;Нет;Планка;;;AC 220-240;9405109109;Class1;IP 20;Золото;Металл;;280;;153;;;;;;;;;Да;435;IP 20;;;;120;;;;Стекло;;;;;;;;;;;;;Нет;Нет;E14;1;40;;;;;;https://onec-dev.s3.amazonaws.com/upload/media/8b8c61ae-0670-49c5-a520-f3b6c23a9f92/s/MOD007WL-01G_on_w_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/8b8c61ae-0670-49c5-a520-f3b6c23a9f92/s/MOD007WL-01G_off_w_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/8b8c61ae-0670-49c5-a520-f3b6c23a9f92/s/draft_MOD007WL-01G_standard.jpeg;;;;;;Настенный светильник (бра);2;2,5
MOD001PL-01CFL;true;Подвесной светильник Maytoni MOD001PL-01CFL;Maytoni;MOD001PL-01CFL;https://maytoni.ru/i/MOD001PL-01CFL;12990;RUB;002;true;true;;;4251110027012;;0/0/0;48;Maytoni;Maytoni Modern;Modern;Dolce;;Нет;Нет;Планка;;;AC 220-240;9405109109;Class1;IP 20;Разноцветный;Металл;;220;220;220;1500;440;;;;;;;;;IP 20;;;;100;25;;;Стекло;;240;220;220;48;126;;;;;;;Нет;Нет;E27;1;40;;;;;;https://onec-dev.s3.amazonaws.com/upload/media/1158019e-aaf0-42f9-a547-de490e4537c4/s/MOD001PL-01CFL_on_w_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/1158019e-aaf0-42f9-a547-de490e4537c4/s/interior_MOD001PL-01CFL_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/1158019e-aaf0-42f9-a547-de490e4537c4/s/MOD001PL-01CFL_on_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/1158019e-aaf0-42f9-a547-de490e4537c4/s/draft_MOD001PL-01CFL_standard.jpeg;;;;;Подвесной светильник;2;2,6
MOD097PL-12CH;true;Подвесной светильник Maytoni MOD097PL-12CH;Maytoni;MOD097PL-12CH;https://maytoni.ru/i/MOD097PL-12CH;74990;RUB;002;true;true;;;4251110028101;;0/0/0;18;Maytoni;Maytoni Classic;Neoclassic;Hail;;Нет;Нет;Планка;;;AC 220-240;9405109109;Class1;IP 20;Хром;Металл;;805;;;1327;827;;;;;;;;;IP 20;;;;150;25;;;;;;;;;;;;;;;;Нет;Нет;E14;12;40;;;;;;https://onec-dev.s3.amazonaws.com/upload/media/12f4cd7b-8440-4a9d-a857-db9129382431/s/MOD097PL-12CH_on_w_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/12f4cd7b-8440-4a9d-a857-db9129382431/s/MOD097PL-12CH_on_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/12f4cd7b-8440-4a9d-a857-db9129382431/s/element_MOD097PL-12CH_w_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/12f4cd7b-8440-4a9d-a857-db9129382431/s/draft_MOD097PL-12CH_standard.jpeg;;;;;Подвесной светильник;18,4;21
MOD006FL-01B;false;Напольный светильник (торшер) Maytoni MOD006FL-01B;Maytoni;MOD006FL-01B;https://maytoni.ru/i/MOD006FL-01B;22990;RUB;004;true;true;;;4251110027586;;0/0/0;0;Maytoni;Maytoni Modern;Modern;Bastone;;Нет;Нет;;;;AC 220-240;9405209109;Class1;IP 20;Черный;Металл;;550;;;;;;;;;;;;;IP 20;;;;;;;B;;;;;;270;550;;;;;;;Нет;Нет;E27;1;40;;;;;;https://onec-dev.s3.amazonaws.com/upload/media/84cb6ecd-b24f-48b9-a888-27e3e19a0c00/s/MOD006FL-01B_on_w_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/84cb6ecd-b24f-48b9-a888-27e3e19a0c00/s/MOD006FL-01B_off_w_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/84cb6ecd-b24f-48b9-a888-27e3e19a0c00/s/interior_MOD006FL-01B_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/84cb6ecd-b24f-48b9-a888-27e3e19a0c00/s/draft_MOD006FL-01B_standard.jpeg;;;;;Напольный светильник (торшер);;
MOD309WL-L4GR4K;false;Настенный светильник (бра) Maytoni MOD309WL-L4GR4K;Maytoni;MOD309WL-L4GR4K;https://maytoni.ru/i/MOD309WL-L4GR4K;7990;RUB;006;true;true;;;4251110032818;;0/0/0;0;Maytoni;Maytoni Modern;Modern;Interstellar;;Нет;Да;Планка;;;AC 220-240;9405109807;Class1;IP 20;Серый;Металл;;;95;85;;;;;;;;;;;IP 20;;;;;;;;;;;;;;;;;;;;;Да;Да;;1;4;150;120;90;4000;;https://onec-dev.s3.amazonaws.com/upload/media/757f2b1e-b776-43a5-ab70-78a3bd730b71/s/draft_MOD309WL-L4GR4K_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/757f2b1e-b776-43a5-ab70-78a3bd730b71/s/MOD309WL-L4GR4K_on_w_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/757f2b1e-b776-43a5-ab70-78a3bd730b71/s/MOD309WL-L4GR4K_on_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/757f2b1e-b776-43a5-ab70-78a3bd730b71/s/element_MOD309WL-L4GR4K_w_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/757f2b1e-b776-43a5-ab70-78a3bd730b71/s/element_MOD309WL-L4GR4K_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/757f2b1e-b776-43a5-ab70-78a3bd730b71/s/preview_MOD309WL-L4GR4K_standard.jpeg;;;Настенный светильник (бра);;1,1
FR5036WL-01N;true;Настенный светильник (бра) Freya FR5036WL-01N;Freya;FR5036WL-01N;https://freya-light.com/i/FR5036WL-01N;3990;RUB;006;true;true;;;4251110001128;;0/0/0;66;Freya;;Modern;Manisa;;Нет;Нет;Планка;;;AC 220-240;9405109109;Class1;IP 20;Никель;Металл;;;200;100;280;280;;;;;;;;;IP 20;;;;;;;;Стекло;Прозрачный;180;80;80;80;80;;;;;;;Нет;Да;E14;1;60;;;;;;https://onec-dev.s3.amazonaws.com/upload/media/8c57278e-d7d8-4bf2-abbb-889f4254e50d/s/FR5036WL-01N_on_w_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/8c57278e-d7d8-4bf2-abbb-889f4254e50d/s/FR5036WL-01N_on_w_standard_(1).jpeg;https://onec-dev.s3.amazonaws.com/upload/media/8c57278e-d7d8-4bf2-abbb-889f4254e50d/s/FR5036WL-01N_on_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/8c57278e-d7d8-4bf2-abbb-889f4254e50d/s/FR5036WL-01N_on_standard_(1).jpeg;;;;;Настенный светильник (бра);0,6;0,8
MOD308PL-L9GN3K;true;Подвесной светильник Maytoni MOD308PL-L9GN3K;Maytoni;MOD308PL-L9GN3K;https://maytoni.ru/i/MOD308PL-L9GN3K;9990;RUB;002;true;true;;;4251110032658;;0/0/0;38;Maytoni;Maytoni Modern;Modern;Verticale;;Нет;Да;Планка;;;AC 220-240;9405109807;Class1;IP 20;Зеленый;Металл;;120;;;1800;350;;;;;;;;;IP 20;;;;120;40;Цилиндр;B;Стекло;Зеленый;305;;;65;65;;;;;;;Да;Да;;1;8;800;180;80;3000;;https://onec-dev.s3.amazonaws.com/upload/media/a26169ca-3771-4df9-ae3c-555d08aa195c/s/MOD308PL-L9GN3K_on_w_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/a26169ca-3771-4df9-ae3c-555d08aa195c/s/MOD308PL-L9GN3K_off_w_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/a26169ca-3771-4df9-ae3c-555d08aa195c/s/MOD308PL-L9GN3K_on_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/a26169ca-3771-4df9-ae3c-555d08aa195c/s/MOD308PL-L9GN3K_off_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/a26169ca-3771-4df9-ae3c-555d08aa195c/s/draft_MOD308PL-L9GN3K_standard.jpeg;;;;Подвесной светильник;;
MOD312PL-10GCH;false;Подвесной светильник Maytoni MOD312PL-10GCH;Maytoni;MOD312PL-10GCH;https://maytoni.ru/i/MOD312PL-10GCH;54990;RUB;002;true;true;;;4251110032979;;0/0/0;0;Maytoni;Maytoni Modern;Modern;Carcass;;Нет;Нет;Планка;;;AC 220-240;9405109109;Class1;IP 20;Золото и Хром ;Металл;;716;;;1200;375;;;;;;;;;IP 20;;;;;;;;Стекло;Белый;;;;;;;;;;;;Нет;Нет;G9;10;40;;;;;;https://onec-dev.s3.amazonaws.com/upload/media/09c28b3d-bf55-4632-b099-6770e6d62b36/s/MOD312PL-10GCH_on_w_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/09c28b3d-bf55-4632-b099-6770e6d62b36/s/element_MOD312PL-10GCH_w_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/09c28b3d-bf55-4632-b099-6770e6d62b36/s/element_MOD312PL-10GCH_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/09c28b3d-bf55-4632-b099-6770e6d62b36/s/preview_MOD312PL-10GCH_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/09c28b3d-bf55-4632-b099-6770e6d62b36/s/MOD312PL-10GCH_on_standard.jpeg;https://onec-dev.s3.amazonaws.com/upload/media/09c28b3d-bf55-4632-b099-6770e6d62b36/s/draft_MOD312PL-10GCH_standard.jpeg;;;Подвесной светильник;;
